GEOID,SUMLEV,STATE,COUNTY,CBSA,CSA,NECTA,CNECTA,NAME,POP100,HU100,POP100.2000,HU100.2000,P001001,P001001.2000
48027020701,140,48,027,28660,999,,,Census Tract 207.01,1343,857,1730,903,1343,1730
48027020702,140,48,027,28660,999,,,Census Tract 207.02,2172,777,2141,864,2172,2141
48027022104,140,48,027,28660,999,,,Census Tract 221.04,4399,2091,4825,1961,4399,4825
48027022105,140,48,027,28660,999,,,Census Tract 221.05,2317,880,2541,825,2317,2541
48027022600,140,48,027,28660,999,,,Census Tract 226,4292,2270,4685,2286,4292,4685
48029121000,140,48,029,41700,999,,,Census Tract 1210,7095,3077,7242,3073,7095,7242
48029121108,140,48,029,41700,999,,,Census Tract 1211.08,7109,3562,7090,3329,7109,7090
48029121121,140,48,029,41700,999,,,Census Tract 1211.21,3001,1099,3144,1062,3001,3144
48029121808,140,48,029,41700,999,,,Census Tract 1218.08,3436,1117,2583,830,3436,2583
48029121809,140,48,029,41700,999,,,Census Tract 1218.09,4982,1911,3746,1419,4982,3746
48029131100,140,48,029,41700,999,,,Census Tract 1311,2438,940,2601,955,2438,2601
48029131200,140,48,029,41700,999,,,Census Tract 1312,3361,1333,3013,1188,3361,3013
48029131601,140,48,029,41700,999,,,Census Tract 1316.01,2518,1012,2204,826,2518,2204
48029131606,140,48,029,41700,999,,,Census Tract 1316.06,4895,1677,2417,815,4895,2417
48029141300,140,48,029,41700,999,,,Census Tract 1413,5591,2346,6062,2202,5591,6062
48029151500,140,48,029,41700,999,,,Census Tract 1515,2573,944,2610,929,2573,2610
48029151600,140,48,029,41700,999,,,Census Tract 1516,7244,2589,7281,2495,7244,7281
48029151700,140,48,029,41700,999,,,Census Tract 1517,6423,2087,6891,2104,6423,6891
48029160501,140,48,029,41700,999,,,Census Tract 1605.01,4117,1305,3925,1149,4117,3925
48029170102,140,48,029,41700,999,,,Census Tract 1701.02,3796,1364,4523,1452,3796,4523
48029171802,140,48,029,41700,999,,,Census Tract 1718.02,6328,2298,6539,2320,6328,6539
48029171902,140,48,029,41700,999,,,Census Tract 1719.02,9551,4231,2780,1681,9551,2780
48029171919,140,48,029,41700,999,,,Census Tract 1719.19,3201,1014,1654,536,3201,1654
48029171920,140,48,029,41700,999,,,Census Tract 1719.20,8811,2706,4553,1432,8811,4553
48029180702,140,48,029,41700,999,,,Census Tract 1807.02,6576,3362,6951,3211,6576,6951
48029181705,140,48,029,41700,999,,,Census Tract 1817.05,4882,2321,2121,1062,4882,2121
48029181711,140,48,029,41700,999,,,Census Tract 1817.11,7741,2711,4737,1632,7741,4737
48029181724,140,48,029,41700,999,,,Census Tract 1817.24,4267,1397,282,97,4267,282
48029181902,140,48,029,41700,999,,,Census Tract 1819.02,5999,2134,3084,1134,5999,3084
48029191004,140,48,029,41700,999,,,Census Tract 1910.04,3730,1489,3757,1478,3730,3757
48029191005,140,48,029,41700,999,,,Census Tract 1910.05,2272,806,2255,800,2272,2255
48029191408,140,48,029,41700,999,,,Census Tract 1914.08,2989,1693,3190,1754,2989,3190
48029191900,140,48,029,41700,999,,,Census Tract 1919,4922,1966,4996,1901,4922,4996
48029192000,140,48,029,41700,999,,,Census Tract 1920,5244,2712,5333,2690,5244,5333
48039661602,140,48,039,26420,288,,,Census Tract 6616.02,3026,1068,2912,996,3026,2912
48039661700,140,48,039,26420,288,,,Census Tract 6617,2767,1209,2292,1028,2767,2292
48039661800,140,48,039,26420,288,,,Census Tract 6618,5385,1866,4378,1523,5385,4378
48039661900,140,48,039,26420,288,,,Census Tract 6619,12253,2166,10629,1505,12253,10629
48039662700,140,48,039,26420,288,,,Census Tract 6627,2550,1026,2362,900,2550,2362
48039662800,140,48,039,26420,288,,,Census Tract 6628,6470,2735,6568,2616,6470,6568
48041000102,140,48,041,17780,999,,,Census Tract 1.02,6212,2453,4506,1678,6212,4506
48041000201,140,48,041,17780,999,,,Census Tract 2.01,6709,3335,5858,2875,6709,5858
48041001801,140,48,041,17780,999,,,Census Tract 18.01,5009,2195,5313,2225,5009,5313
48041001803,140,48,041,17780,999,,,Census Tract 18.03,6280,2543,4796,1866,6280,4796
48041002010,140,48,041,17780,999,,,Census Tract 20.10,2714,1064,1493,548,2714,1493
48041002011,140,48,041,17780,999,,,Census Tract 20.11,2827,1169,1557,603,2827,1557
48053960800,140,48,053,31920,126,,,Census Tract 9608,5791,3061,12088,6557,5791,12088
48061010900,140,48,061,15180,154,,,Census Tract 109,1651,776,2002,909,1651,2002
48061011000,140,48,061,15180,154,,,Census Tract 110,3304,1135,3802,1152,3304,3802
48061011802,140,48,061,15180,154,,,Census Tract 118.02,3922,1115,3525,933,3922,3525
48061012900,140,48,061,15180,154,,,Census Tract 129,4290,1885,3743,1737,4290,3743
48061013700,140,48,061,15180,154,,,Census Tract 137,3923,1303,4301,1366,3923,4301
48061013801,140,48,061,15180,154,,,Census Tract 138.01,2784,837,3726,943,2784,3726
48061013802,140,48,061,15180,154,,,Census Tract 138.02,3266,1114,3964,1211,3266,3964
48061014500,140,48,061,15180,154,,,Census Tract 145,8544,2637,2646,940,8544,2646
48067950600,140,48,067,99999,999,,,Census Tract 9506,5740,2887,6009,2913,5740,6009
48073950802,140,48,073,27380,540,,,Census Tract 9508.02,4049,1690,3726,1560,4049,3726
48085030304,140,48,085,19100,206,,,Census Tract 303.04,2468,830,919,313,2468,919
48085030305,140,48,085,19100,206,,,Census Tract 303.05,8391,2867,3125,1081,8391,3125
48085030506,140,48,085,19100,206,,,Census Tract 305.06,2691,938,1462,480,2691,1462
48085030507,140,48,085,19100,206,,,Census Tract 305.07,1800,588,977,301,1800,977
48085030603,140,48,085,19100,206,,,Census Tract 306.03,6996,2705,3482,1466,6996,3482
48085031316,140,48,085,19100,206,,,Census Tract 313.16,6399,1833,3018,892,6399,3018
48085031317,140,48,085,19100,206,,,Census Tract 313.17,7724,2519,3642,1225,7724,3642
48085031405,140,48,085,19100,206,,,Census Tract 314.05,16818,5378,4347,1479,16818,4347
48085031507,140,48,085,19100,206,,,Census Tract 315.07,4391,1873,2042,926,4391,2042
48085031642,140,48,085,19100,206,,,Census Tract 316.42,4633,1611,4892,1534,4633,4892
48085031709,140,48,085,19100,206,,,Census Tract 317.09,4504,2232,4257,2164,4504,4257
48085031711,140,48,085,19100,206,,,Census Tract 317.11,3066,1540,2971,1531,3066,2971
48085031712,140,48,085,19100,206,,,Census Tract 317.12,4967,3047,4814,3031,4967,4814
48085031802,140,48,085,19100,206,,,Census Tract 318.02,6124,2593,5774,2564,6124,5774
48089750300,140,48,089,99999,999,,,Census Tract 7503,4769,2708,4407,2298,4769,4407
48089750400,140,48,089,99999,999,,,Census Tract 7504,5027,2622,4477,2225,5027,4477
48089750500,140,48,089,99999,999,,,Census Tract 7505,4147,1939,4553,1818,4147,4553
48091310704,140,48,091,41700,999,,,Census Tract 3107.04,5690,2204,3413,1297,5690,3413
48091310801,140,48,091,41700,999,,,Census Tract 3108.01,4949,1925,3160,1173,4949,3160
48093950200,140,48,093,99999,999,,,Census Tract 9502,3387,1882,3320,1827,3387,3320
48105950100,140,48,105,99999,999,,,Census Tract 9501,3719,1866,4099,2049,3719,4099
48113000404,140,48,113,19100,206,,,Census Tract 4.04,3451,2007,4835,2261,3451,4835
48113000405,140,48,113,19100,206,,,Census Tract 4.05,2710,1429,2958,1307,2710,2958
48113000406,140,48,113,19100,206,,,Census Tract 4.06,7200,2393,6416,1755,7200,6416
48113001504,140,48,113,19100,206,,,Census Tract 15.04,2463,1425,3219,1514,2463,3219
48113001600,140,48,113,19100,206,,,Census Tract 16,3696,2139,2493,1549,3696,2493
48113002400,140,48,113,19100,206,,,Census Tract 24,3727,1134,4236,1065,3727,4236
48113002500,140,48,113,19100,206,,,Census Tract 25,5308,1818,5790,1833,5308,5790
48113005500,140,48,113,19100,206,,,Census Tract 55,3505,1379,3894,1581,3505,3894
48113005600,140,48,113,19100,206,,,Census Tract 56,6638,1903,6972,1828,6638,6972
48113007601,140,48,113,19100,206,,,Census Tract 76.01,1901,804,1989,800,1901,1989
48113007604,140,48,113,19100,206,,,Census Tract 76.04,3261,1229,3168,1210,3261,3168
48113007812,140,48,113,19100,206,,,Census Tract 78.12,2909,1175,3338,1172,2909,3338
48113007815,140,48,113,19100,206,,,Census Tract 78.15,4606,1993,7319,2917,4606,7319
48113009605,140,48,113,19100,206,,,Census Tract 96.05,3377,1279,2909,1279,3377,2909
48113009607,140,48,113,19100,206,,,Census Tract 96.07,3458,1525,3503,1512,3458,3503
48113009900,140,48,113,19100,206,,,Census Tract 99,2537,1362,1390,615,2537,1390
48113011401,140,48,113,19100,206,,,Census Tract 114.01,4847,1939,4079,1439,4847,4079
48113011500,140,48,113,19100,206,,,Census Tract 115,3185,1030,4956,1595,3185,4956
48113012701,140,48,113,19100,206,,,Census Tract 127.01,6128,2079,6011,2030,6128,6011
48113012702,140,48,113,19100,206,,,Census Tract 127.02,2969,1047,2766,1035,2969,2766
48113012800,140,48,113,19100,206,,,Census Tract 128,7169,3115,7513,3032,7169,7513
48113013101,140,48,113,19100,206,,,Census Tract 131.01,2827,1275,2655,1209,2827,2655
48113014002,140,48,113,19100,206,,,Census Tract 140.02,209,119,1279,653,209,1279
48113014103,140,48,113,19100,206,,,Census Tract 141.03,3015,1410,3473,1435,3015,3473
48113014124,140,48,113,19100,206,,,Census Tract 141.24,4133,1442,2960,1049,4133,2960
48113014126,140,48,113,19100,206,,,Census Tract 141.26,5761,1931,5324,1693,5761,5324
48113014403,140,48,113,19100,206,,,Census Tract 144.03,3909,2082,3905,1987,3909,3905
48113014405,140,48,113,19100,206,,,Census Tract 144.05,3695,1423,3724,1433,3695,3724
48113015306,140,48,113,19100,206,,,Census Tract 153.06,5020,1762,3879,1432,5020,3879
48113015401,140,48,113,19100,206,,,Census Tract 154.01,6114,2942,5319,2452,6114,5319
48113016002,140,48,113,19100,206,,,Census Tract 160.02,2855,975,2993,979,2855,2993
48113016100,140,48,113,19100,206,,,Census Tract 161,3852,1680,2466,971,3852,2466
48113016521,140,48,113,19100,206,,,Census Tract 165.21,5326,1568,3007,940,5326,3007
48113016705,140,48,113,19100,206,,,Census Tract 167.05,6742,2671,5123,1954,6742,5123
48113016802,140,48,113,19100,206,,,Census Tract 168.02,3688,1347,2537,955,3688,2537
48113016803,140,48,113,19100,206,,,Census Tract 168.03,5781,2414,5457,2206,5781,5457
48113017201,140,48,113,19100,206,,,Census Tract 172.01,5548,2095,5400,1898,5548,5400
48113017900,140,48,113,19100,206,,,Census Tract 179,5063,1624,4907,1715,5063,4907
48113018001,140,48,113,19100,206,,,Census Tract 180.01,6183,2457,6208,2445,6183,6208
48113018138,140,48,113,19100,206,,,Census Tract 181.38,4076,2007,3414,1754,4076,3414
48113018139,140,48,113,19100,206,,,Census Tract 181.39,7096,2436,5706,1906,7096,5706
48113018402,140,48,113,19100,206,,,Census Tract 184.02,3993,1500,4062,1486,3993,4062
48113019029,140,48,113,19100,206,,,Census Tract 190.29,5905,2361,5589,2215,5905,5589
48113019031,140,48,113,19100,206,,,Census Tract 190.31,6186,2374,6536,2316,6186,6536
48113019212,140,48,113,19100,206,,,Census Tract 192.12,3697,1216,5166,1285,3697,5166
48113019213,140,48,113,19100,206,,,Census Tract 192.13,3247,1484,4538,1568,3247,4538
48113019301,140,48,113,19100,206,,,Census Tract 193.01,2942,954,2915,957,2942,2915
48113019302,140,48,113,19100,206,,,Census Tract 193.02,5215,1091,5947,1683,5215,5947
48113020000,140,48,113,19100,206,,,Census Tract 200,4262,1407,3753,1269,4262,3753
48113020100,140,48,113,19100,206,,,Census Tract 201,2318,899,2557,922,2318,2557
48117950600,140,48,117,25820,999,,,Census Tract 9506,3842,1589,3845,1528,3842,3845
48121020112,140,48,121,19100,206,,,Census Tract 201.12,2886,992,472,180,2886,472
48121020113,140,48,121,19100,206,,,Census Tract 201.13,9273,2869,1517,520,9273,1517
48121020114,140,48,121,19100,206,,,Census Tract 201.14,8134,2813,1330,510,8134,1330
48121020308,140,48,121,19100,206,,,Census Tract 203.08,10354,3498,4152,1364,10354,4152
48121021405,140,48,121,19100,206,,,Census Tract 214.05,9371,3613,5460,2086,9371,5460
48121021406,140,48,121,19100,206,,,Census Tract 214.06,6977,2290,3026,1036,6977,3026
48121021612,140,48,121,19100,206,,,Census Tract 216.12,3728,1545,3837,1505,3728,3837
48121021613,140,48,121,19100,206,,,Census Tract 216.13,5356,2125,5503,2115,5356,5503
48121021623,140,48,121,19100,206,,,Census Tract 216.23,5490,2060,3621,1300,5490,3621
48121021624,140,48,121,19100,206,,,Census Tract 216.24,7187,2775,4739,1752,7187,4739
48121021748,140,48,121,19100,206,,,Census Tract 217.48,4067,1403,2708,935,4067,2708
48121021749,140,48,121,19100,206,,,Census Tract 217.49,3302,991,2198,661,3302,2198
48121021750,140,48,121,19100,206,,,Census Tract 217.50,3890,1235,2592,824,3890,2592
48131950100,140,48,131,99999,999,,,Census Tract 9501,5314,2098,5422,1957,5314,5422
48135000800,140,48,135,36220,372,,,Census Tract 8,3528,1344,3429,1430,3528,3429
48135001000,140,48,135,36220,372,,,Census Tract 10,4666,1922,4291,1841,4666,4291
48135002200,140,48,135,36220,372,,,Census Tract 22,3117,1092,2404,847,3117,2404
48135002300,140,48,135,36220,372,,,Census Tract 23,3477,1810,3195,1800,3477,3195
48139060207,140,48,139,19100,206,,,Census Tract 602.07,6300,2187,4872,1567,6300,4872
48139061300,140,48,139,19100,206,,,Census Tract 613,2292,881,1610,583,2292,1610
48139061400,140,48,139,19100,206,,,Census Tract 614,7595,2914,6822,2606,7595,6822
48139061500,140,48,139,19100,206,,,Census Tract 615,5338,1753,4729,1445,5338,4729
48139061600,140,48,139,19100,206,,,Census Tract 616,6253,2180,5354,1841,6253,5354
48141000107,140,48,141,21340,999,,,Census Tract 1.07,5807,1894,6033,1896,5807,6033
48141001111,140,48,141,21340,999,,,Census Tract 11.11,4811,2611,4649,2485,4811,4649
48141001112,140,48,141,21340,999,,,Census Tract 11.12,4841,1884,4650,1780,4841,4650
48141002600,140,48,141,21340,999,,,Census Tract 26,3337,1255,3596,1271,3337,3596
48141002800,140,48,141,21340,999,,,Census Tract 28,5732,1983,6064,2038,5732,6064
48141003501,140,48,141,21340,999,,,Census Tract 35.01,2939,1050,3213,1070,2939,3213
48141003502,140,48,141,21340,999,,,Census Tract 35.02,4923,1680,4798,1604,4923,4798
48141004311,140,48,141,21340,999,,,Census Tract 43.11,4445,1750,4755,1748,4445,4755
48141004312,140,48,141,21340,999,,,Census Tract 43.12,5300,2144,5449,2149,5300,5449
48141010220,140,48,141,21340,999,,,Census Tract 102.20,4459,1367,4000,1127,4459,4000
48141010221,140,48,141,21340,999,,,Census Tract 102.21,6752,2088,6057,1721,6752,6057
48141010323,140,48,141,21340,999,,,Census Tract 103.23,4238,1256,2440,789,4238,2440
48141010401,140,48,141,21340,999,,,Census Tract 104.01,5981,1810,6051,1567,5981,6051
48143950500,140,48,143,44500,999,,,Census Tract 9505,6967,3006,6183,2637,6967,6183
48143950600,140,48,143,44500,999,,,Census Tract 9506,3153,1680,3340,1685,3153,3340
48145000300,140,48,145,99999,999,,,Census Tract 3,3708,1729,3959,1752,3708,3959
48155950100,140,48,155,99999,999,,,Census Tract 9501,1336,789,1622,850,1336,1622
48157670102,140,48,157,26420,288,,,Census Tract 6701.02,3383,1108,3136,976,3383,3136
48157670200,140,48,157,26420,288,,,Census Tract 6702,8322,2566,7913,2375,8322,7913
48157672100,140,48,157,26420,288,,,Census Tract 6721,4386,1946,4545,1715,4386,4545
48157672200,140,48,157,26420,288,,,Census Tract 6722,3031,1163,3297,1094,3031,3297
48157673700,140,48,157,26420,288,,,Census Tract 6737,2209,18,2222,21,2209,2222
48157673901,140,48,157,26420,288,,,Census Tract 6739.01,8763,2650,6947,1824,8763,6947
48157673902,140,48,157,26420,288,,,Census Tract 6739.02,5679,1753,4501,1206,5679,4501
48157674603,140,48,157,26420,288,,,Census Tract 6746.03,5999,2060,3336,1150,5999,3336
48167720100,140,48,167,26420,288,,,Census Tract 7201,5874,2170,4095,1522,5874,4095
48167720800,140,48,167,26420,288,,,Census Tract 7208,3648,1418,3275,1258,3648,3275
48167723400,140,48,167,26420,288,,,Census Tract 7234,6706,2683,5986,2288,6706,5986
48167725500,140,48,167,26420,288,,,Census Tract 7255,1118,631,1322,644,1118,1322
48167725600,140,48,167,26420,288,,,Census Tract 7256,3097,2862,4751,3007,3097,4751
48167725700,140,48,167,26420,288,,,Census Tract 7257,2214,1062,2636,1071,2214,2636
48169950100,140,48,169,99999,999,,,Census Tract 9501,6461,2237,4872,1928,6461,4872
48181000101,140,48,181,43300,206,,,Census Tract 1.01,4708,2003,4350,1818,4708,4350
48181000102,140,48,181,43300,206,,,Census Tract 1.02,3056,1340,3083,1239,3056,3083
48181000200,140,48,181,43300,206,,,Census Tract 2,2280,1037,2359,1020,2280,2359
48181000901,140,48,181,43300,206,,,Census Tract 9.01,3591,1620,3305,1473,3591,3305
48183000502,140,48,183,30980,346,,,Census Tract 5.02,4420,2140,4124,2057,4420,4124
48185180101,140,48,185,99999,999,,,Census Tract 1801.01,4397,1813,5628,1703,4397,5628
48185180102,140,48,185,99999,999,,,Census Tract 1801.02,4012,1881,8316,3460,4012,8316
48187210801,140,48,187,41700,999,,,Census Tract 2108.01,5052,2329,4639,1980,5052,4639
48191950500,140,48,191,99999,999,,,Census Tract 9505,3353,1943,3782,1988,3353,3782
48195950100,140,48,195,99999,999,,,Census Tract 9501,1774,770,1861,806,1774,1861
48195950300,140,48,195,99999,999,,,Census Tract 9503,3839,1568,3508,1523,3839,3508
48201212500,140,48,201,26420,288,,,Census Tract 2125,3610,1566,4022,1624,3610,4022
48201220100,140,48,201,26420,288,,,Census Tract 2201,2097,725,2140,745,2097,2140
48201221100,140,48,201,26420,288,,,Census Tract 2211,3598,1046,3547,1002,3598,3547
48201230200,140,48,201,26420,288,,,Census Tract 2302,5054,2124,5198,2055,5054,5198
48201232401,140,48,201,26420,288,,,Census Tract 2324.01,7415,2267,6433,1936,7415,6433
48201232402,140,48,201,26420,288,,,Census Tract 2324.02,3714,1283,3222,1095,3714,3222
48201233003,140,48,201,26420,288,,,Census Tract 2330.03,2235,827,2486,827,2235,2486
48201241102,140,48,201,26420,288,,,Census Tract 2411.02,11643,3820,8370,2703,11643,8370
48201241103,140,48,201,26420,288,,,Census Tract 2411.03,4298,1695,3089,1199,4298,3089
48201251501,140,48,201,26420,288,,,Census Tract 2515.01,4807,1507,4381,1272,4807,4381
48201251502,140,48,201,26420,288,,,Census Tract 2515.02,9419,3633,8586,3066,9419,8586
48201252301,140,48,201,26420,288,,,Census Tract 2523.01,8862,2545,5536,1635,8862,5536
48201310100,140,48,201,26420,288,,,Census Tract 3101,5884,2515,4590,1240,5884,4590
48201312300,140,48,201,26420,288,,,Census Tract 3123,1962,1142,2569,1195,1962,2569
48201312400,140,48,201,26420,288,,,Census Tract 3124,2208,1351,2592,1379,2208,2592
48201312500,140,48,201,26420,288,,,Census Tract 3125,4235,1818,2383,832,4235,2383
48201312600,140,48,201,26420,288,,,Census Tract 3126,5871,4287,4771,2214,5871,4771
48201313400,140,48,201,26420,288,,,Census Tract 3134,2935,1439,2640,997,2935,2640
48201313500,140,48,201,26420,288,,,Census Tract 3135,2501,1026,2556,1070,2501,2556
48201321800,140,48,201,26420,288,,,Census Tract 3218,4108,1156,4057,1149,4108,4057
48201324200,140,48,201,26420,288,,,Census Tract 3242,1647,471,1877,482,1647,1877
48201330100,140,48,201,26420,288,,,Census Tract 3301,8313,2332,5486,1327,8313,5486
48201330900,140,48,201,26420,288,,,Census Tract 3309,7886,2961,3410,1182,7886,3410
48201333300,140,48,201,26420,288,,,Census Tract 3333,9372,3349,5567,2038,9372,5567
48201333500,140,48,201,26420,288,,,Census Tract 3335,6433,2429,6820,2442,6433,6820
48201341100,140,48,201,26420,288,,,Census Tract 3411,3832,2039,3348,1603,3832,3348
48201341201,140,48,201,26420,288,,,Census Tract 3412.01,3974,1968,3393,1640,3974,3393
48201341800,140,48,201,26420,288,,,Census Tract 3418,1843,822,1889,865,1843,1889
48201342001,140,48,201,26420,288,,,Census Tract 3420.01,6843,2332,5761,1812,6843,5761
48201350801,140,48,201,26420,288,,,Census Tract 3508.01,4855,2077,3368,1394,4855,3368
48201350802,140,48,201,26420,288,,,Census Tract 3508.02,7084,3072,4914,2063,7084,4914
48201411900,140,48,201,26420,288,,,Census Tract 4119,3681,2298,3780,2206,3681,3780
48201412000,140,48,201,26420,288,,,Census Tract 4120,2892,1449,2926,1409,2892,2926
48201412100,140,48,201,26420,288,,,Census Tract 4121,2328,4,979,26,2328,979
48201412200,140,48,201,26420,288,,,Census Tract 4122,5355,2515,5143,2522,5355,5143
48201413000,140,48,201,26420,288,,,Census Tract 4130,3460,1716,3259,1457,3460,3259
48201413100,140,48,201,26420,288,,,Census Tract 4131,3087,1182,2799,1172,3087,2799
48201421800,140,48,201,26420,288,,,Census Tract 4218,5005,2789,5043,2713,5005,5043
48201423600,140,48,201,26420,288,,,Census Tract 4236,6971,2292,6656,2276,6971,6656
48201430100,140,48,201,26420,288,,,Census Tract 4301,5749,3464,5133,3122,5749,5133
48201431101,140,48,201,26420,288,,,Census Tract 4311.01,3303,2274,2366,1719,3303,2366
48201432801,140,48,201,26420,288,,,Census Tract 4328.01,4767,2322,4594,2095,4767,4594
48201432802,140,48,201,26420,288,,,Census Tract 4328.02,5616,2795,5412,2522,5616,5412
48201450801,140,48,201,26420,288,,,Census Tract 4508.01,2170,1240,2634,1229,2170,2634
48201450802,140,48,201,26420,288,,,Census Tract 4508.02,5991,3345,7272,3316,5991,7272
48201450900,140,48,201,26420,288,,,Census Tract 4509,2434,1198,2500,1190,2434,2500
48201451601,140,48,201,26420,288,,,Census Tract 4516.01,5886,2770,3358,1641,5886,3358
48201453501,140,48,201,26420,288,,,Census Tract 4535.01,6174,2150,6399,2161,6174,6399
48201453502,140,48,201,26420,288,,,Census Tract 4535.02,3685,1135,3820,1140,3685,3820
48201510200,140,48,201,26420,288,,,Census Tract 5102,5432,3307,2693,1442,5432,2693
48201510300,140,48,201,26420,288,,,Census Tract 5103,5284,2878,5217,2798,5284,5217
48201511100,140,48,201,26420,288,,,Census Tract 5111,2676,1548,2219,825,2676,2219
48201522000,140,48,201,26420,288,,,Census Tract 5220,4434,2118,4763,2106,4434,4763
48201522100,140,48,201,26420,288,,,Census Tract 5221,7445,2856,6901,2741,7445,6901
48201531600,140,48,201,26420,288,,,Census Tract 5316,2823,1240,2793,1215,2823,2793
48201531700,140,48,201,26420,288,,,Census Tract 5317,2829,1382,2836,1339,2829,2836
48201532502,140,48,201,26420,288,,,Census Tract 5325.02,5562,1535,4672,1335,5562,4672
48201540100,140,48,201,26420,288,,,Census Tract 5401,12349,4080,5911,1894,12349,5911
48201540200,140,48,201,26420,288,,,Census Tract 5402,2654,1006,2469,995,2654,2469
48201541900,140,48,201,26420,288,,,Census Tract 5419,6402,2163,4358,1393,6402,4358
48201542000,140,48,201,26420,288,,,Census Tract 5420,15167,4526,7749,2506,15167,7749
48201542800,140,48,201,26420,288,,,Census Tract 5428,6983,2314,5882,1830,6983,5882
48201551600,140,48,201,26420,288,,,Census Tract 5516,8294,2775,7191,2431,8294,7191
48201551701,140,48,201,26420,288,,,Census Tract 5517.01,9087,3539,8102,2964,9087,8102
48201553100,140,48,201,26420,288,,,Census Tract 5531,6140,2675,6314,2608,6140,6314
48201553200,140,48,201,26420,288,,,Census Tract 5532,6743,3120,7246,3117,6743,7246
48201553300,140,48,201,26420,288,,,Census Tract 5533,4600,2744,2892,1636,4600,2892
48201553900,140,48,201,26420,288,,,Census Tract 5539,7748,2662,7432,2340,7748,7432
48201555401,140,48,201,26420,288,,,Census Tract 5554.01,2445,973,2193,823,2445,2193
48203020501,140,48,203,32220,346,,,Census Tract 205.01,3111,1386,3114,1391,3111,3114
48203020502,140,48,203,32220,346,,,Census Tract 205.02,4699,2083,4704,2091,4699,4704
48209010808,140,48,209,12420,126,,,Census Tract 108.08,5844,2360,3405,1324,5844,3405
48213950500,140,48,213,11980,206,,,Census Tract 9505,2476,1066,2293,971,2476,2293
48213950601,140,48,213,11980,206,,,Census Tract 9506.01,3443,1880,3117,1710,3443,3117
48213950602,140,48,213,11980,206,,,Census Tract 9506.02,4652,2447,4212,2226,4652,4212
48213951300,140,48,213,11980,206,,,Census Tract 9513,5865,2646,5475,2409,5865,5475
48215020701,140,48,215,32580,999,,,Census Tract 207.01,9179,2741,4970,1464,9179,4970
48215021500,140,48,215,32580,999,,,Census Tract 215,3720,1238,4225,1240,3720,4225
48215021600,140,48,215,32580,999,,,Census Tract 216,3595,1136,4377,1256,3595,4377
48215021904,140,48,215,32580,999,,,Census Tract 219.04,4439,1744,4324,1793,4439,4324
48215022001,140,48,215,32580,999,,,Census Tract 220.01,11227,3568,7982,2660,11227,7982
48215024111,140,48,215,32580,999,,,Census Tract 241.11,5373,1425,2588,841,5373,2588
48215024112,140,48,215,32580,999,,,Census Tract 241.12,12663,2823,6100,1665,12663,6100
48215024113,140,48,215,32580,999,,,Census Tract 241.13,6171,1502,4463,1083,6171,4463
48215024404,140,48,215,32580,999,,,Census Tract 244.04,4044,1081,3656,943,4044,3656
48223950700,140,48,223,44860,999,,,Census Tract 9507,4915,2027,4268,1827,4915,4268
48227950700,140,48,227,13700,999,,,Census Tract 9507,3335,1349,3211,1360,3335,3211
48227950801,140,48,227,13700,999,,,Census Tract 9508.01,4183,1667,3481,1718,4183,3481
48231960800,140,48,231,19100,206,,,Census Tract 9608,3649,1361,3801,1430,3649,3801
48231960900,140,48,231,19100,206,,,Census Tract 9609,5166,2200,4454,1909,5166,4454
48231961700,140,48,231,19100,206,,,Census Tract 9617,2653,1422,2802,1541,2653,2802
48245000308,140,48,245,13140,999,,,Census Tract 3.08,6368,3367,4599,2381,6368,4599
48245005600,140,48,245,13140,999,,,Census Tract 56,3623,1217,3893,1302,3623,3893
48245011002,140,48,245,13140,999,,,Census Tract 110.02,3685,1583,3739,1534,3685,3739
48245011101,140,48,245,13140,999,,,Census Tract 111.01,4591,2060,4655,1873,4591,4655
48245011500,140,48,245,13140,999,,,Census Tract 115,2330,926,1843,739,2330,1843
48245011600,140,48,245,13140,999,,,Census Tract 116,2064,876,2307,988,2064,2307
48251130602,140,48,251,19100,206,,,Census Tract 1306.02,2077,838,1637,641,2077,1637
48251130700,140,48,251,19100,206,,,Census Tract 1307,4404,1662,4092,1548,4404,4092
48259970402,140,48,259,41700,999,,,Census Tract 9704.02,6332,2479,3571,1331,6332,3571
48259970500,140,48,259,41700,999,,,Census Tract 9705,5560,2388,4412,1801,5560,4412
48277000101,140,48,277,37580,999,,,Census Tract 1.01,4414,1928,4130,1713,4414,4130
48277000102,140,48,277,37580,999,,,Census Tract 1.02,4820,2109,4510,1873,4820,4510
48277001000,140,48,277,37580,999,,,Census Tract 10,3784,1725,3811,1688,3784,3811
48289950100,140,48,289,99999,999,,,Census Tract 9501,6692,3335,6223,3042,6692,6223
48289950200,140,48,289,99999,999,,,Census Tract 9502,5414,3195,5114,2869,5414,5114
48291700400,140,48,291,26420,288,,,Census Tract 7004,6334,2548,5383,2094,6334,5383
48293970800,140,48,293,99999,999,,,Census Tract 9708,2938,1848,2739,1704,2938,2739
48299970600,140,48,299,99999,999,,,Census Tract 9706,1793,1458,1896,1460,1793,1896
48303000202,140,48,303,31180,352,,,Census Tract 2.02,1993,805,2162,848,1993,2162
48303000301,140,48,303,31180,352,,,Census Tract 3.01,3884,1940,3112,1847,3884,3112
48303001709,140,48,303,31180,352,,,Census Tract 17.09,4209,1981,4050,1915,4209,4050
