GEOID,SUMLEV,STATE,COUNTY,CBSA,CSA,NECTA,CNECTA,NAME,POP100,HU100,POP100.2000,HU100.2000,P001001,P001001.2000
48167720502,140,48,167,26420,288,,,Census Tract 7205.02,9546,3296,4937,1738,9546,4937
48167725900,140,48,167,26420,288,,,Census Tract 7259,2214,2098,2373,1592,2214,2373
48167726000,140,48,167,26420,288,,,Census Tract 7260,1566,1191,1690,1012,1566,1690
48167726100,140,48,167,26420,288,,,Census Tract 7261,2935,5247,2727,3947,2935,2727
48167726200,140,48,167,26420,288,,,Census Tract 7262,2938,1263,3618,1571,2938,3618
48181000304,140,48,181,43300,206,,,Census Tract 3.04,3369,2178,3207,2022,3369,3207
48181000400,140,48,181,43300,206,,,Census Tract 4,2861,1318,2842,1316,2861,2842
48181000501,140,48,181,43300,206,,,Census Tract 5.01,3689,1616,3530,1560,3689,3530
48181000502,140,48,181,43300,206,,,Census Tract 5.02,1304,723,1373,801,1304,1373
48185180302,140,48,185,99999,999,,,Census Tract 1803.02,3675,1839,3304,1729,3675,3304
48185180400,140,48,185,99999,999,,,Census Tract 1804,2926,65,1285,56,2926,1285
48193950100,140,48,193,99999,999,,,Census Tract 9501,2646,1359,2492,1294,2646,2492
48193950200,140,48,193,99999,999,,,Census Tract 9502,2422,1564,2303,1508,2422,2303
48193950300,140,48,193,99999,999,,,Census Tract 9503,3449,1643,3433,1652,3449,3433
48201220400,140,48,201,26420,288,,,Census Tract 2204,5021,1489,4701,1394,5021,4701
48201220500,140,48,201,26420,288,,,Census Tract 2205,4288,1943,5021,1932,4288,5021
48201220600,140,48,201,26420,288,,,Census Tract 2206,3894,1149,3501,1048,3894,3501
48201220700,140,48,201,26420,288,,,Census Tract 2207,6317,2086,5762,1813,6317,5762
48201232600,140,48,201,26420,288,,,Census Tract 2326,3000,913,2932,937,3000,2932
48201232701,140,48,201,26420,288,,,Census Tract 2327.01,7235,2589,7674,2428,7235,7674
48201232702,140,48,201,26420,288,,,Census Tract 2327.02,5217,2166,5534,2031,5217,5534
48201232800,140,48,201,26420,288,,,Census Tract 2328,5201,2244,5119,2178,5201,5119
48201251700,140,48,201,26420,288,,,Census Tract 2517,8069,3048,5718,2153,8069,5718
48201251800,140,48,201,26420,288,,,Census Tract 2518,1847,719,1648,607,1847,1648
48201251901,140,48,201,26420,288,,,Census Tract 2519.01,9353,3441,6416,2364,9353,6416
48201251902,140,48,201,26420,288,,,Census Tract 2519.02,4778,1819,3277,1249,4778,3277
48201312700,140,48,201,26420,288,,,Census Tract 3127,1955,1209,2300,1234,1955,2300
48201312800,140,48,201,26420,288,,,Census Tract 3128,2332,728,2612,991,2332,2612
48201312900,140,48,201,26420,288,,,Census Tract 3129,3941,2102,4021,1983,3941,4021
48201313000,140,48,201,26420,288,,,Census Tract 3130,2349,1461,2634,1499,2349,2634
48201313100,140,48,201,26420,288,,,Census Tract 3131,3356,1896,1651,880,3356,1651
48201330302,140,48,201,26420,288,,,Census Tract 3303.02,5527,1785,2752,878,5527,2752
48201330303,140,48,201,26420,288,,,Census Tract 3303.03,4061,1531,2022,753,4061,2022
48201330400,140,48,201,26420,288,,,Census Tract 3304,4663,1502,3764,1110,4663,3764
48201330500,140,48,201,26420,288,,,Census Tract 3305,4121,1204,4249,1225,4121,4249
48201341302,140,48,201,26420,288,,,Census Tract 3413.02,3133,1717,2696,1514,3133,2696
48201341400,140,48,201,26420,288,,,Census Tract 3414,5156,2210,5396,2177,5156,5396
48201341501,140,48,201,26420,288,,,Census Tract 3415.01,6449,2917,5070,2386,6449,5070
48201341502,140,48,201,26420,288,,,Census Tract 3415.02,3902,2207,3068,1805,3902,3068
48201412400,140,48,201,26420,288,,,Census Tract 4124,4541,1622,4329,1602,4541,4329
48201412500,140,48,201,26420,288,,,Census Tract 4125,1715,663,1546,647,1715,1546
48201412600,140,48,201,26420,288,,,Census Tract 4126,3737,1359,3409,1359,3737,3409
48201412700,140,48,201,26420,288,,,Census Tract 4127,3262,1416,3033,1359,3262,3033
48201430300,140,48,201,26420,288,,,Census Tract 4303,4367,1503,4374,1523,4367,4374
48201430400,140,48,201,26420,288,,,Census Tract 4304,3125,1124,3380,1282,3125,3380
48201430500,140,48,201,26420,288,,,Census Tract 4305,2557,1042,2334,1038,2557,2334
48201430600,140,48,201,26420,288,,,Census Tract 4306,3633,1259,3654,1267,3633,3654
48201430700,140,48,201,26420,288,,,Census Tract 4307,3284,1673,3088,1688,3284,3088
48201451100,140,48,201,26420,288,,,Census Tract 4511,3989,2227,4099,2203,3989,4099
48201451200,140,48,201,26420,288,,,Census Tract 4512,2675,1127,2830,1121,2675,2830
48201451300,140,48,201,26420,288,,,Census Tract 4513,6881,3239,7037,3195,6881,7037
48201451401,140,48,201,26420,288,,,Census Tract 4514.01,3330,1818,2922,1671,3330,2922
48201510400,140,48,201,26420,288,,,Census Tract 5104,3837,2229,3586,1890,3837,3586
48201510500,140,48,201,26420,288,,,Census Tract 5105,2849,1523,2977,1365,2849,2977
48201510600,140,48,201,26420,288,,,Census Tract 5106,4763,2521,3801,1268,4763,3801
48201510700,140,48,201,26420,288,,,Census Tract 5107,3511,2286,2168,1389,3511,2168
48201510800,140,48,201,26420,288,,,Census Tract 5108,6908,4123,4688,3060,6908,4688
48201531900,140,48,201,26420,288,,,Census Tract 5319,4708,1624,3594,1205,4708,3594
48201532001,140,48,201,26420,288,,,Census Tract 5320.01,4867,3789,7476,3767,4867,7476
48201532002,140,48,201,26420,288,,,Census Tract 5320.02,1008,431,1548,428,1008,1548
48201532100,140,48,201,26420,288,,,Census Tract 5321,5777,2749,6608,2696,5777,6608
48201532200,140,48,201,26420,288,,,Census Tract 5322,2790,1469,3787,1477,2790,3787
48201542200,140,48,201,26420,288,,,Census Tract 5422,16532,4990,4370,1339,16532,4370
48201542301,140,48,201,26420,288,,,Census Tract 5423.01,12365,3735,4878,1570,12365,4878
48201542302,140,48,201,26420,288,,,Census Tract 5423.02,6459,2077,2547,873,6459,2547
48201542400,140,48,201,26420,288,,,Census Tract 5424,10040,3335,5916,1946,10040,5916
48201553402,140,48,201,26420,288,,,Census Tract 5534.02,6899,2546,4372,1552,6899,4372
48201553403,140,48,201,26420,288,,,Census Tract 5534.03,6185,2091,3920,1274,6185,3920
48201553500,140,48,201,26420,288,,,Census Tract 5535,6370,2339,6701,2322,6370,6701
48201553600,140,48,201,26420,288,,,Census Tract 5536,6273,2632,5182,1832,6273,5182
48203020605,140,48,203,32220,346,,,Census Tract 206.05,5889,2299,5172,2015,5889,5172
48203020606,140,48,203,32220,346,,,Census Tract 206.06,4734,1845,4157,1617,4734,4157
48213950800,140,48,213,11980,206,,,Census Tract 9508,4769,3409,4946,3136,4769,4946
48213950901,140,48,213,11980,206,,,Census Tract 9509.01,5252,3354,5387,3155,5252,5387
48213950902,140,48,213,11980,206,,,Census Tract 9509.02,2085,1194,2138,1123,2085,2138
48213950903,140,48,213,11980,206,,,Census Tract 9509.03,2311,1788,2370,1681,2311,2370
48215021803,140,48,215,32580,999,,,Census Tract 218.03,5312,1383,4873,1375,5312,4873
48215021804,140,48,215,32580,999,,,Census Tract 218.04,4345,1313,3986,1306,4345,3986
48215021805,140,48,215,32580,999,,,Census Tract 218.05,8727,2385,6383,1678,8727,6383
48215021806,140,48,215,32580,999,,,Census Tract 218.06,8585,2157,6280,1517,8585,6280
48215024203,140,48,215,32580,999,,,Census Tract 242.03,6390,3293,4855,2813,6390,4855
48215024204,140,48,215,32580,999,,,Census Tract 242.04,4518,1526,3433,1303,4518,3433
48215024205,140,48,215,32580,999,,,Census Tract 242.05,7845,2379,5961,2032,7845,5961
48215024301,140,48,215,32580,999,,,Census Tract 243.01,1595,605,1606,988,1595,1606
48223950100,140,48,223,44860,999,,,Census Tract 9501,2825,1261,2604,1130,2825,2604
48223950200,140,48,223,44860,999,,,Census Tract 9502,4263,1907,3616,1681,4263,3616
48223950300,140,48,223,44860,999,,,Census Tract 9503,5652,2257,4931,1993,5652,4931
48223950401,140,48,223,44860,999,,,Census Tract 9504.01,4014,1715,3801,1655,4014,3801
48231961200,140,48,231,19100,206,,,Census Tract 9612,4680,2130,4049,1831,4680,4049
48231961300,140,48,231,19100,206,,,Census Tract 9613,6325,2866,5933,2546,6325,5933
48231961400,140,48,231,19100,206,,,Census Tract 9614,7388,2734,5125,1912,7388,5125
48231961501,140,48,231,19100,206,,,Census Tract 9615.01,3107,1220,2487,977,3107,2487
48245000102,140,48,245,13140,999,,,Census Tract 1.02,2014,861,2141,951,2014,2141
48245000103,140,48,245,13140,999,,,Census Tract 1.03,3311,1235,3084,1247,3311,3084
48245000200,140,48,245,13140,999,,,Census Tract 2,4747,2076,4412,1734,4747,4412
48245000302,140,48,245,13140,999,,,Census Tract 3.02,6936,2938,5443,2412,6936,5443
48245011202,140,48,245,13140,999,,,Census Tract 112.02,3259,0,2890,0,3259,2890
48245011203,140,48,245,13140,999,,,Census Tract 112.03,174,0,2566,0,174,2566
48245011302,140,48,245,13140,999,,,Census Tract 113.02,4777,2,2002,2,4777,2002
48245011303,140,48,245,13140,999,,,Census Tract 113.03,2659,1067,2755,979,2659,2755
48251131000,140,48,251,19100,206,,,Census Tract 1310,4617,1936,4570,1812,4617,4570
48251131100,140,48,251,19100,206,,,Census Tract 1311,5222,2263,4953,2022,5222,4953
48261950100,140,48,261,28780,204,,,Census Tract 9501,416,233,414,281,416,414
48261990000,140,48,261,28780,204,,,Census Tract 9900,0,0,0,0,0,0
48277000401,140,48,277,37580,999,,,Census Tract 4.01,3368,1648,3002,1440,3368,3002
48277000402,140,48,277,37580,999,,,Census Tract 4.02,5870,2365,5233,2066,5870,5233
48277000500,140,48,277,37580,999,,,Census Tract 5,4115,1947,4365,2055,4115,4365
48277000600,140,48,277,37580,999,,,Census Tract 6,2334,1335,2911,1397,2334,2911
48303010408,140,48,303,31180,352,,,Census Tract 104.08,8495,3098,3558,1266,8495,3558
48303010502,140,48,303,31180,352,,,Census Tract 105.02,3117,1529,3322,1473,3117,3322
48303010504,140,48,303,31180,352,,,Census Tract 105.04,3826,1705,4145,1661,3826,4145
48303010505,140,48,303,31180,352,,,Census Tract 105.05,4361,1788,4572,1720,4361,4572
48309002504,140,48,309,47380,999,,,Census Tract 25.04,3437,1314,3277,1204,3437,3277
48309002600,140,48,309,47380,999,,,Census Tract 26,5315,2601,5383,2500,5315,5383
48309002700,140,48,309,47380,999,,,Census Tract 27,3964,1619,3660,1626,3964,3660
48309002800,140,48,309,47380,999,,,Census Tract 28,3789,2120,3887,2091,3789,3887
48321730100,140,48,321,13060,288,,,Census Tract 7301,2679,1041,2853,1098,2679,2853
48321730201,140,48,321,13060,288,,,Census Tract 7302.01,6853,2849,7242,2870,6853,7242
48321730202,140,48,321,13060,288,,,Census Tract 7302.02,1532,673,1618,678,1532,1618
48321730301,140,48,321,13060,288,,,Census Tract 7303.01,3883,1678,4045,1686,3883,4045
48329010105,140,48,329,33260,372,,,Census Tract 101.05,2642,1216,2375,1164,2642,2375
48329010106,140,48,329,33260,372,,,Census Tract 101.06,5451,2484,4712,2171,5451,4712
48329010107,140,48,329,33260,372,,,Census Tract 101.07,4377,2236,3693,1935,4377,3693
48329010108,140,48,329,33260,372,,,Census Tract 101.08,3370,1607,3183,1432,3370,3183
48339690602,140,48,339,26420,288,,,Census Tract 6906.02,18616,6339,6205,2002,18616,6205
48339690700,140,48,339,26420,288,,,Census Tract 6907,8127,4562,2314,872,8127,2314
48339690800,140,48,339,26420,288,,,Census Tract 6908,4237,1619,4799,1620,4237,4799
48339690900,140,48,339,26420,288,,,Census Tract 6909,4459,1433,4804,1413,4459,4804
48343950100,140,48,343,99999,999,,,Census Tract 9501,4661,2226,4647,2198,4661,4647
48343950200,140,48,343,99999,999,,,Census Tract 9502,5718,2717,5868,2700,5718,5868
48343950300,140,48,343,99999,999,,,Census Tract 9503,2555,1081,2533,1119,2555,2533
48355003601,140,48,355,18580,204,,,Census Tract 36.01,6280,2300,6137,2146,6280,6137
48355003602,140,48,355,18580,204,,,Census Tract 36.02,6296,2396,6287,2378,6296,6287
48355003603,140,48,355,18580,204,,,Census Tract 36.03,3831,1391,2427,879,3831,2427
48355003700,140,48,355,18580,204,,,Census Tract 37,3375,1299,3256,1199,3375,3256
48355005102,140,48,355,18580,204,,,Census Tract 51.02,3389,3719,3261,3531,3389,3261
48361021800,140,48,361,13140,999,,,Census Tract 218,2608,1052,2689,1021,2608,2689
48361021900,140,48,361,13140,999,,,Census Tract 219,6853,2693,6922,2717,6853,6922
48361022000,140,48,361,13140,999,,,Census Tract 220,3984,1657,4082,1708,3984,4082
48361022200,140,48,361,13140,999,,,Census Tract 222,3441,1295,3027,1084,3441,3027
48361022300,140,48,361,13140,999,,,Census Tract 223,6663,2787,6475,2430,6663,6475
48377950100,140,48,377,99999,999,,,Census Tract 9501,2634,1618,2659,1487,2634,2659
48377950200,140,48,377,99999,999,,,Census Tract 9502,5184,2207,4645,1811,5184,4645
48389950100,140,48,389,37780,999,,,Census Tract 9501,4319,639,2542,674,4319,2542
48389950200,140,48,389,37780,999,,,Census Tract 9502,2392,1087,2989,1239,2392,2989
48389950300,140,48,389,37780,999,,,Census Tract 9503,2002,818,2242,892,2002,2242
48389950400,140,48,389,37780,999,,,Census Tract 9504,4095,1528,4107,1526,4095,4107
48389950500,140,48,389,37780,999,,,Census Tract 9505,975,568,1257,712,975,1257
48401950501,140,48,401,30980,346,,,Census Tract 9505.01,5138,2124,4677,1992,5138,4677
48401950502,140,48,401,30980,346,,,Census Tract 9505.02,4481,1068,4078,1001,4481,4078
48401950600,140,48,401,30980,346,,,Census Tract 9506,2226,1041,2006,932,2226,2006
48401950700,140,48,401,30980,346,,,Census Tract 9507,5512,1442,3148,1378,5512,3148
48413950300,140,48,413,99999,999,,,Census Tract 9503,3461,1489,2935,1371,3461,2935
48423001801,140,48,423,46340,540,,,Census Tract 18.01,6336,2597,5247,2092,6336,5247
48423001802,140,48,423,46340,540,,,Census Tract 18.02,7928,3292,5776,2294,7928,5776
48423001803,140,48,423,46340,540,,,Census Tract 18.03,5110,2305,4230,2043,5110,4230
48423001901,140,48,423,46340,540,,,Census Tract 19.01,5685,3331,5028,2823,5685,5028
48437950200,140,48,437,99999,999,,,Census Tract 9502,2016,690,2123,721,2016,2123
48437950300,140,48,437,99999,999,,,Census Tract 9503,4541,1935,4709,1966,4541,4709
48439104602,140,48,439,19100,206,,,Census Tract 1046.02,4751,1499,4780,1477,4751,4780
48439104603,140,48,439,19100,206,,,Census Tract 1046.03,3775,1116,3665,1086,3775,3665
48439104604,140,48,439,19100,206,,,Census Tract 1046.04,2723,1003,2229,799,2723,2229
48439104605,140,48,439,19100,206,,,Census Tract 1046.05,4131,1622,4092,1615,4131,4092
48439106518,140,48,439,19100,206,,,Census Tract 1065.18,3115,2327,1871,1575,3115,1871
48439106600,140,48,439,19100,206,,,Census Tract 1066,2286,1150,1592,907,2286,1592
48439106700,140,48,439,19100,206,,,Census Tract 1067,2158,913,1859,758,2158,1859
48439110101,140,48,439,19100,206,,,Census Tract 1101.01,6616,3122,5728,2634,6616,5728
48439111407,140,48,439,19100,206,,,Census Tract 1114.07,3241,1140,1874,608,3241,1874
48439111408,140,48,439,19100,206,,,Census Tract 1114.08,2967,1252,1715,668,2967,1715
48439111409,140,48,439,19100,206,,,Census Tract 1114.09,5071,1712,2931,913,5071,2931
48439111505,140,48,439,19100,206,,,Census Tract 1115.05,3978,1736,4013,1744,3978,4013
48439111506,140,48,439,19100,206,,,Census Tract 1115.06,5781,2867,6188,2712,5781,6188
48439113218,140,48,439,19100,206,,,Census Tract 1132.18,2390,910,2350,826,2390,2350
48439113220,140,48,439,19100,206,,,Census Tract 1132.20,6271,2879,4755,2045,6271,4755
48439113221,140,48,439,19100,206,,,Census Tract 1132.21,4798,2200,3638,1563,4798,3638
48439113301,140,48,439,19100,206,,,Census Tract 1133.01,3836,1719,3905,1621,3836,3905
48439113908,140,48,439,19100,206,,,Census Tract 1139.08,5261,1560,4891,1364,5261,4891
48439113909,140,48,439,19100,206,,,Census Tract 1139.09,7189,2169,5362,1623,7189,5362
48439113910,140,48,439,19100,206,,,Census Tract 1139.10,8081,2810,4761,1849,8081,4761
48439113911,140,48,439,19100,206,,,Census Tract 1139.11,7008,3179,4808,1761,7008,4808
48439113912,140,48,439,19100,206,,,Census Tract 1139.12,6051,2110,4451,1495,6051,4451
48439123200,140,48,439,19100,206,,,Census Tract 1232,1896,862,4798,836,1896,4798
48439123300,140,48,439,19100,206,,,Census Tract 1233,4539,2540,1941,1464,4539,1941
48439123400,140,48,439,19100,206,,,Census Tract 1234,2025,1041,3078,991,2025,3078
48439123500,140,48,439,19100,206,,,Census Tract 1235,3048,1200,2893,1308,3048,2893
48447950300,140,48,447,99999,999,,,Census Tract 9503,1641,1079,1850,1066,1641,1850
48453000307,140,48,453,12420,126,,,Census Tract 3.07,1707,856,1144,459,1707,1144
48453000401,140,48,453,12420,126,,,Census Tract 4.01,3574,1868,3603,1837,3574,3603
48453000402,140,48,453,12420,126,,,Census Tract 4.02,2606,1378,2941,1333,2606,2941
48453000500,140,48,453,12420,126,,,Census Tract 5,4518,2769,4887,2813,4518,4887
48453000601,140,48,453,12420,126,,,Census Tract 6.01,9207,446,7189,320,9207,7189
48453001753,140,48,453,12420,126,,,Census Tract 17.53,1121,815,1133,889,1121,1133
48453001754,140,48,453,12420,126,,,Census Tract 17.54,4599,2390,4757,2356,4599,4757
48453001755,140,48,453,12420,126,,,Census Tract 17.55,5769,1999,4920,1671,5769,4920
48453001756,140,48,453,12420,126,,,Census Tract 17.56,3997,1766,4462,1787,3997,4462
48453001757,140,48,453,12420,126,,,Census Tract 17.57,1934,925,1837,883,1934,1837
48453001850,140,48,453,12420,126,,,Census Tract 18.50,3890,2190,3538,2001,3890,3538
48453001851,140,48,453,12420,126,,,Census Tract 18.51,9078,4174,7424,3146,9078,7424
48453001853,140,48,453,12420,126,,,Census Tract 18.53,3255,1332,3499,1333,3255,3499
48453001854,140,48,453,12420,126,,,Census Tract 18.54,4915,1651,1445,503,4915,1445
48453002319,140,48,453,12420,126,,,Census Tract 23.19,1945,1,2013,3,1945,2013
48453002402,140,48,453,12420,126,,,Census Tract 24.02,7082,3382,5681,2067,7082,5681
48453002403,140,48,453,12420,126,,,Census Tract 24.03,2616,1136,2617,985,2616,2617
48453002407,140,48,453,12420,126,,,Census Tract 24.07,4491,1894,2365,888,4491,2365
48453002409,140,48,453,12420,126,,,Census Tract 24.09,3180,1285,3687,1251,3180,3687
48461950100,140,48,461,99999,999,,,Census Tract 9501,1126,525,1235,568,1126,1235
48469000800,140,48,469,47020,999,,,Census Tract 8,1928,792,1815,696,1928,1815
48469001300,140,48,469,47020,999,,,Census Tract 13,2156,951,2163,859,2156,2163
48469001400,140,48,469,47020,999,,,Census Tract 14,7982,3239,7574,2730,7982,7574
48469001501,140,48,469,47020,999,,,Census Tract 15.01,3180,1260,2899,1102,3180,2899
48479000105,140,48,479,29700,999,,,Census Tract 1.05,2580,735,2647,705,2580,2647
48479000106,140,48,479,29700,999,,,Census Tract 1.06,4269,1092,4380,1048,4269,4380
48479000107,140,48,479,29700,999,,,Census Tract 1.07,3265,840,3212,755,3265,3212
48479000108,140,48,479,29700,999,,,Census Tract 1.08,3813,923,3751,830,3813,3751
48479000109,140,48,479,29700,999,,,Census Tract 1.09,2353,592,2315,532,2353,2315
48485013700,140,48,485,48660,999,,,Census Tract 137,2785,1422,3167,1529,2785,3167
48485013800,140,48,485,48660,999,,,Census Tract 138,3697,1614,3406,1411,3697,3406
48485980000,140,48,485,48660,999,,,Census Tract 9800,0,0,0,0,0,0
48491020321,140,48,491,12420,126,,,Census Tract 203.21,1755,664,631,241,1755,631
48491020322,140,48,491,12420,126,,,Census Tract 203.22,8249,3284,6485,2320,8249,6485
48491020323,140,48,491,12420,126,,,Census Tract 203.23,2844,988,1023,359,2844,1023
48491020324,140,48,491,12420,126,,,Census Tract 203.24,5840,1895,2101,689,5840,2101
48491020325,140,48,491,12420,126,,,Census Tract 203.25,2944,941,2420,716,2944,2420
48491021603,140,48,491,12420,126,,,Census Tract 216.03,1653,627,1291,467,1653,1291
48021950802,140,48,021,12420,126,,,Census Tract 9508.02,6387,2208,4763,1657,6387,4763
48027022200,140,48,027,28660,999,,,Census Tract 222,3258,1682,3288,1485,3258,3288
48029121110,140,48,029,41700,999,,,Census Tract 1211.10,4895,1791,4694,1663,4895,4694
48029131300,140,48,029,41700,999,,,Census Tract 1313,5559,2199,5381,2034,5559,5381
48029151900,140,48,029,41700,999,,,Census Tract 1519,5113,1771,3059,923,5113,3059
48029171903,140,48,029,41700,999,,,Census Tract 1719.03,6626,2486,6015,2028,6626,6015
48029181712,140,48,029,41700,999,,,Census Tract 1817.12,3821,1349,3563,1184,3821,3563
48029191006,140,48,029,41700,999,,,Census Tract 1910.06,6674,2283,6623,2269,6674,6623
48085030403,140,48,085,19100,206,,,Census Tract 304.03,5389,1776,3096,1083,5389,3096
48085031406,140,48,085,19100,206,,,Census Tract 314.06,16124,5230,4168,1438,16124,4168
48085031713,140,48,085,19100,206,,,Census Tract 317.13,3972,2541,3457,2328,3972,3457
48091310802,140,48,091,41700,999,,,Census Tract 3108.02,5631,2106,3595,1284,5631,3595
48113001701,140,48,113,19100,206,,,Census Tract 17.01,75,54,1,2,75,1
48113007605,140,48,113,19100,206,,,Census Tract 76.05,1839,892,1848,839,1839,1848
48113007700,140,48,113,19100,206,,,Census Tract 77,5140,3253,4431,2510,5140,4431
48113009608,140,48,113,19100,206,,,Census Tract 96.08,4922,1920,4917,1973,4922,4917
48113012900,140,48,113,19100,206,,,Census Tract 129,4324,2353,4557,2334,4324,4557
48113014113,140,48,113,19100,206,,,Census Tract 141.13,4670,2282,4571,2268,4670,4571
48113014114,140,48,113,19100,206,,,Census Tract 141.14,3117,1720,2823,1699,3117,2823
48113015403,140,48,113,19100,206,,,Census Tract 154.03,3008,1251,3775,1533,3008,3775
48113015404,140,48,113,19100,206,,,Census Tract 154.04,4462,1507,3556,1333,4462,3556
48113016804,140,48,113,19100,206,,,Census Tract 168.04,7439,2766,5464,1947,7439,5464
48113018140,140,48,113,19100,206,,,Census Tract 181.40,5377,1824,4323,1428,5377,4323
48113018141,140,48,113,19100,206,,,Census Tract 181.41,3830,2267,3906,2200,3830,3906
48121020115,140,48,121,19100,206,,,Census Tract 201.15,4853,1817,793,329,4853,793
48121020202,140,48,121,19100,206,,,Census Tract 202.02,9228,3548,7729,2791,9228,7729
48121021614,140,48,121,19100,206,,,Census Tract 216.14,3831,1322,3837,1329,3831,3837
48121021615,140,48,121,19100,206,,,Census Tract 216.15,4710,1581,4682,1582,4710,4682
48121021751,140,48,121,19100,206,,,Census Tract 217.51,4891,1331,3259,887,4891,3259
48121021752,140,48,121,19100,206,,,Census Tract 217.52,4801,1449,3198,966,4801,3198
48135001100,140,48,135,36220,372,,,Census Tract 11,6720,2311,6474,2262,6720,6474
48135001300,140,48,135,36220,372,,,Census Tract 13,5160,1896,4741,1948,5160,4741
48139061700,140,48,139,19100,206,,,Census Tract 617,4552,1808,3890,1452,4552,3890
48141002900,140,48,141,21340,999,,,Census Tract 29,1552,524,1780,621,1552,1780
48141003000,140,48,141,21340,999,,,Census Tract 30,4188,1408,4582,1401,4188,4582
48141010222,140,48,141,21340,999,,,Census Tract 102.22,2175,732,1951,603,2175,1951
48141010303,140,48,141,21340,999,,,Census Tract 103.03,3489,1261,3552,1202,3489,3552
48143950700,140,48,143,44500,999,,,Census Tract 9507,2152,1057,1918,846,2152,1918
48157674000,140,48,157,26420,288,,,Census Tract 6740,7972,3258,7706,2597,7972,7706
48157674100,140,48,157,26420,288,,,Census Tract 6741,6922,2558,7920,2544,6922,7920
48167720200,140,48,167,26420,288,,,Census Tract 7202,4465,1860,3965,1643,4465,3965
48167725800,140,48,167,26420,288,,,Census Tract 7258,3081,1971,3779,2039,3081,3779
48181000302,140,48,181,43300,206,,,Census Tract 3.02,4469,2032,3942,1743,4469,3942
48181000303,140,48,181,43300,206,,,Census Tract 3.03,4478,3226,4264,2995,4478,4264
48185180200,140,48,185,99999,999,,,Census Tract 1802,6660,2866,6258,2646,6660,6258
48185180301,140,48,185,99999,999,,,Census Tract 1803.01,4934,2453,4206,2067,4934,4206
48201220200,140,48,201,26420,288,,,Census Tract 2202,3030,1016,3276,1034,3030,3276
48201220300,140,48,201,26420,288,,,Census Tract 2203,4509,1421,4672,1444,4509,4672
48201232403,140,48,201,26420,288,,,Census Tract 2324.03,4165,1456,3613,1243,4165,3613
48201232500,140,48,201,26420,288,,,Census Tract 2325,3135,865,2759,764,3135,2759
48201251503,140,48,201,26420,288,,,Census Tract 2515.03,2264,798,2063,673,2264,2063
48201251600,140,48,201,26420,288,,,Census Tract 2516,5750,2089,3780,1410,5750,3780
48201330200,140,48,201,26420,288,,,Census Tract 3302,4243,1370,2881,1043,4243,2881
48201330301,140,48,201,26420,288,,,Census Tract 3303.01,7169,1844,3570,907,7169,3570
48201341202,140,48,201,26420,288,,,Census Tract 3412.02,4833,2834,4127,2363,4833,4127
48201341301,140,48,201,26420,288,,,Census Tract 3413.01,4864,2971,4185,2620,4864,4185
48201412300,140,48,201,26420,288,,,Census Tract 4123,6527,2572,6473,2582,6527,6473
48201430200,140,48,201,26420,288,,,Census Tract 4302,1380,796,1505,871,1380,1505
48201451001,140,48,201,26420,288,,,Census Tract 4510.01,4981,2660,5081,2559,4981,5081
48201451002,140,48,201,26420,288,,,Census Tract 4510.02,5109,2636,5211,2536,5109,5211
48201531800,140,48,201,26420,288,,,Census Tract 5318,2352,905,2067,770,2352,2067
48201542101,140,48,201,26420,288,,,Census Tract 5421.01,17754,5218,5203,1654,17754,5203
48201542102,140,48,201,26420,288,,,Census Tract 5421.02,14625,4287,4286,1359,14625,4286
48201553401,140,48,201,26420,288,,,Census Tract 5534.01,3815,1421,2418,866,3815,2418
48203020603,140,48,203,32220,346,,,Census Tract 206.03,5677,2092,4886,1841,5677,4886
48203020604,140,48,203,32220,346,,,Census Tract 206.04,3622,1699,3117,1495,3622,3117
48213950700,140,48,213,11980,206,,,Census Tract 9507,4385,2012,4089,1864,4385,4089
48215021701,140,48,215,32580,999,,,Census Tract 217.01,9945,3408,5840,2554,9945,5840
48215021702,140,48,215,32580,999,,,Census Tract 217.02,10416,3274,6118,2454,10416,6118
48215024114,140,48,215,32580,999,,,Census Tract 241.14,8814,2176,6374,1568,8814,6374
48215024201,140,48,215,32580,999,,,Census Tract 242.01,14553,3796,7802,2261,14553,7802
48231961000,140,48,231,19100,206,,,Census Tract 9610,4200,1668,4004,1604,4200,4004
48231961100,140,48,231,19100,206,,,Census Tract 9611,6643,2814,5304,2160,6643,5304
48245000101,140,48,245,13140,999,,,Census Tract 1.01,5221,2349,4185,1787,5221,4185
48245011102,140,48,245,13140,999,,,Census Tract 111.02,2528,1139,2510,1133,2528,2510
48245011201,140,48,245,13140,999,,,Census Tract 112.01,7662,2989,7096,2556,7662,7096
48251130800,140,48,251,19100,206,,,Census Tract 1308,4523,1517,4079,1331,4523,4079
48251130900,140,48,251,19100,206,,,Census Tract 1309,3220,1117,2979,1013,3220,2979
48277000200,140,48,277,37580,999,,,Census Tract 2,3552,1597,3330,1444,3552,3330
48277000300,140,48,277,37580,999,,,Census Tract 3,6247,2737,6136,2529,6247,6136
48289950300,140,48,289,99999,999,,,Census Tract 9503,4695,2979,3997,2387,4695,3997
48301950100,140,48,301,99999,999,,,Census Tract 9501,82,50,67,70,82,67
48303010406,140,48,303,31180,352,,,Census Tract 104.06,4555,1741,1908,711,4555,1908
48303010407,140,48,303,31180,352,,,Census Tract 104.07,7179,2660,3007,1087,7179,3007
